Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cart,,,,2021-11-06 00:34:31,2021-11-06 00:35:44,1m - 12.146s,FAILED
,,,,,,,
Test Cases/APK SehatQ/Cart,,,,2021-11-06 00:34:32,2021-11-06 00:35:44,1m - 11.885s,FAILED
"startExistingApplication(""com.she.sehatq"")",,,,2021-11-06 00:34:32,2021-11-06 00:34:45,13.477s,PASSED
"tap(findTestObject(""OR APK/Aktifkan_Lokasi_Tidak""), 0)",,,,2021-11-06 00:34:45,2021-11-06 00:34:50,4.981s,PASSED
"tap(findTestObject(""OR APK/Klik_Profile""), 0)",,,,2021-11-06 00:34:50,2021-11-06 00:34:52,1.071s,PASSED
"setText(findTestObject(""OR APK/Email_Login""), email, 0)",,,,2021-11-06 00:34:52,2021-11-06 00:34:54,2.768s,PASSED
"setText(findTestObject(""OR APK/Password_Login""), password, 0)",,,,2021-11-06 00:34:54,2021-11-06 00:34:56,1.787s,PASSED
"tap(findTestObject(""OR APK/Button_Login""), 0)",,,,2021-11-06 00:34:56,2021-11-06 00:34:57,0.928s,PASSED
"tap(findTestObject(""OR APK/Klik_Lewati_after_Login""), 0)",,,,2021-11-06 00:34:57,2021-11-06 00:35:00,3.356s,PASSED
"tap(findTestObject(""OR APK/Yakin_Lewati_Pendaftaran_Ya""), 0)",,,,2021-11-06 00:35:00,2021-11-06 00:35:02,1.341s,PASSED
"tap(findTestObject(""OR APK/Klik_Back_from_Profile""), 0)",,,,2021-11-06 00:35:02,2021-11-06 00:35:04,2.030s,PASSED
"tap(findTestObject(""OR APK/Cart""), 0)",,,,2021-11-06 00:35:04,2021-11-06 00:35:06,2.392s,PASSED
"tap(findTestObject(""OR APK/Klik_Belanja_Sekarang""), 0)",,,,2021-11-06 00:35:06,2021-11-06 00:35:08,2.114s,PASSED
"tap(findTestObject(""OR APK/Select_Product""), 0)",,,,2021-11-06 00:35:08,2021-11-06 00:35:44,35.381s,FAILED
