Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cart,,,,2021-11-06 09:30:15,2021-11-06 09:31:24,1m - 9.219s,FAILED
,,,,,,,
Test Cases/APK SehatQ/Cart,,,,2021-11-06 09:30:15,2021-11-06 09:31:24,1m - 8.886s,FAILED
"startExistingApplication(""com.she.sehatq"")",,,,2021-11-06 09:30:16,2021-11-06 09:30:29,13.567s,PASSED
"tap(findTestObject(""OR APK/Aktifkan_Lokasi_Tidak""), 0)",,,,2021-11-06 09:30:29,2021-11-06 09:30:34,4.660s,PASSED
"tap(findTestObject(""OR APK/Klik_Profile""), 0)",,,,2021-11-06 09:30:34,2021-11-06 09:30:35,0.987s,PASSED
"setText(findTestObject(""OR APK/Email_Login""), email, 0)",,,,2021-11-06 09:30:35,2021-11-06 09:30:38,3.224s,PASSED
"setText(findTestObject(""OR APK/Password_Login""), password, 0)",,,,2021-11-06 09:30:38,2021-11-06 09:30:40,1.698s,PASSED
"tap(findTestObject(""OR APK/Button_Login""), 0)",,,,2021-11-06 09:30:40,2021-11-06 09:30:41,0.897s,PASSED
"tap(findTestObject(""OR APK/Klik_Lewati_after_Login""), 0)",,,,2021-11-06 09:30:41,2021-11-06 09:30:44,3.867s,PASSED
"tap(findTestObject(""OR APK/Yakin_Lewati_Pendaftaran_Ya""), 0)",,,,2021-11-06 09:30:44,2021-11-06 09:30:46,1.078s,PASSED
"tap(findTestObject(""OR APK/Klik_Back_from_Profile""), 0)",,,,2021-11-06 09:30:46,2021-11-06 09:30:48,1.956s,PASSED
"tap(findTestObject(""OR APK/Cart""), 0)",,,,2021-11-06 09:30:48,2021-11-06 09:30:49,1.948s,PASSED
"tap(findTestObject(""OR APK/Klik_Belanja_Sekarang""), 0)",,,,2021-11-06 09:30:49,2021-11-06 09:30:52,2.107s,PASSED
"tap(findTestObject(""OR APK/Klik_Toko""), 0)",,,,2021-11-06 09:30:52,2021-11-06 09:30:54,2.368s,PASSED
"tap(findTestObject(""OR APK/Semua_Kategori""), 0)",,,,2021-11-06 09:30:54,2021-11-06 09:31:24,30.206s,FAILED
