Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Cart,Chrome 95.0.4638.69,,,2021-11-05 09:24:41,2021-11-05 09:25:38,56.693s,PASSED
,,,,,,,
Test Cases/Web SehatQ/Cart,Chrome 95.0.4638.69,,,2021-11-05 09:24:42,2021-11-05 09:25:38,56.393s,PASSED
"callTestCase(findTestCase(""Web SehatQ/Setup""), [:], STOP_ON_FAILURE)",Chrome 95.0.4638.69,,,2021-11-05 09:24:42,2021-11-05 09:24:49,6.996s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Klik_Profile""))",Chrome 95.0.4638.69,,,2021-11-05 09:24:49,2021-11-05 09:24:52,3.173s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Email_Login""), Email)",Chrome 95.0.4638.69,,,2021-11-05 09:24:52,2021-11-05 09:24:54,1.781s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Password_Login""), Password)",Chrome 95.0.4638.69,,,2021-11-05 09:24:54,2021-11-05 09:24:55,0.669s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Login""))",Chrome 95.0.4638.69,,,2021-11-05 09:24:55,2021-11-05 09:24:56,1.265s,PASSED
"waitForElementPresent(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Select_Cart""), 3)",Chrome 95.0.4638.69,,,2021-11-05 09:24:56,2021-11-05 09:25:01,5.271s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Select_Cart""))",Chrome 95.0.4638.69,,,2021-11-05 09:25:01,2021-11-05 09:25:03,2.113s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Belanja Sekarang""))",Chrome 95.0.4638.69,,,2021-11-05 09:25:03,2021-11-05 09:25:20,16.763s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Select_Jenis_Product""))",Chrome 95.0.4638.69,,,2021-11-05 09:25:20,2021-11-05 09:25:25,4.755s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Pilih_Product""))",Chrome 95.0.4638.69,,,2021-11-05 09:25:25,2021-11-05 09:25:26,1.593s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Keranjang""))",Chrome 95.0.4638.69,,,2021-11-05 09:25:26,2021-11-05 09:25:29,2.419s,PASSED
"waitForElementPresent(findTestObject(""OR_Website/Notif_Produk berhasil ditambahkan""), 3)",Chrome 95.0.4638.69,,,2021-11-05 09:25:29,2021-11-05 09:25:33,4.417s,PASSED
"click(findTestObject(""OR_Website/Check_Cart""))",Chrome 95.0.4638.69,,,2021-11-05 09:25:33,2021-11-05 09:25:34,1.175s,PASSED
"waitForElementPresent(findTestObject(""OR_Website/Notif_Waiting_Success""), 3)",Chrome 95.0.4638.69,,,2021-11-05 09:25:34,2021-11-05 09:25:38,3.712s,PASSED
