Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Login,Chrome 95.0.4638.69,,,2021-11-04 22:06:12,2021-11-04 22:07:25,1m - 13.197s,PASSED
,,,,,,,
Test Cases/Web SehatQ/Login,Chrome 95.0.4638.69,,,2021-11-04 22:06:12,2021-11-04 22:06:27,15.086s,PASSED
"openBrowser(""https://www.sehatq.com/"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:12,2021-11-04 22:06:18,5.561s,PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-04 22:06:18,2021-11-04 22:06:20,1.945s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Klik_Profile""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:20,2021-11-04 22:06:22,2.578s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Email_Login""), Email)",Chrome 95.0.4638.69,,,2021-11-04 22:06:22,2021-11-04 22:06:24,1.787s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Password_Login""), Password)",Chrome 95.0.4638.69,,,2021-11-04 22:06:24,2021-11-04 22:06:26,2.288s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Login""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:26,2021-11-04 22:06:27,0.553s,PASSED
"if (Action == ""Gagal"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:27,2021-11-04 22:06:27,0.029s,PASSED
,,,,,,,
Test Cases/Web SehatQ/Login,Chrome 95.0.4638.69,,,2021-11-04 22:06:27,2021-11-04 22:06:38,11.390s,PASSED
"openBrowser(""https://www.sehatq.com/"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:27,2021-11-04 22:06:32,4.635s,PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-04 22:06:32,2021-11-04 22:06:33,1.107s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Klik_Profile""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:33,2021-11-04 22:06:35,1.950s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Email_Login""), Email)",Chrome 95.0.4638.69,,,2021-11-04 22:06:35,2021-11-04 22:06:36,1.769s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Password_Login""), Password)",Chrome 95.0.4638.69,,,2021-11-04 22:06:36,2021-11-04 22:06:38,1.218s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Login""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:38,2021-11-04 22:06:38,0.631s,PASSED
"if (Action == ""Gagal"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:38,2021-11-04 22:06:38,0.047s,PASSED
,,,,,,,
Test Cases/Web SehatQ/Login,Chrome 95.0.4638.69,,,2021-11-04 22:06:38,2021-11-04 22:06:52,13.045s,PASSED
"openBrowser(""https://www.sehatq.com/"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:38,2021-11-04 22:06:42,3.340s,PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-04 22:06:42,2021-11-04 22:06:42,0.166s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Klik_Profile""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:42,2021-11-04 22:06:47,4.980s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Email_Login""), Email)",Chrome 95.0.4638.69,,,2021-11-04 22:06:47,2021-11-04 22:06:49,1.940s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Password_Login""), Password)",Chrome 95.0.4638.69,,,2021-11-04 22:06:49,2021-11-04 22:06:51,2.011s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Login""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:51,2021-11-04 22:06:52,0.594s,PASSED
"if (Action == ""Gagal"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:52,2021-11-04 22:06:52,0.003s,PASSED
,,,,,,,
Test Cases/Web SehatQ/Login,Chrome 95.0.4638.69,,,2021-11-04 22:06:52,2021-11-04 22:07:25,33.111s,PASSED
"openBrowser(""https://www.sehatq.com/"")",Chrome 95.0.4638.69,,,2021-11-04 22:06:52,2021-11-04 22:06:55,3.621s,PASSED
maximizeWindow(),Chrome 95.0.4638.69,,,2021-11-04 22:06:55,2021-11-04 22:06:55,0.174s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Klik_Profile""))",Chrome 95.0.4638.69,,,2021-11-04 22:06:55,2021-11-04 22:07:00,4.933s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Email_Login""), Email)",Chrome 95.0.4638.69,,,2021-11-04 22:07:00,2021-11-04 22:07:02,2.046s,PASSED
"setText(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/Input_Password_Login""), Password)",Chrome 95.0.4638.69,,,2021-11-04 22:07:02,2021-11-04 22:07:04,1.792s,PASSED
"click(findTestObject(""OR_Website/Page_SehatQ  Portal Informasi Terbaru Seputar Coronavirus/button_Login""))",Chrome 95.0.4638.69,,,2021-11-04 22:07:04,2021-11-04 22:07:05,0.552s,PASSED
"if (Action == ""Gagal"")",Chrome 95.0.4638.69,,,2021-11-04 22:07:05,2021-11-04 22:07:05,0.001s,PASSED
"else if (Action == ""Gagal"")",Chrome 95.0.4638.69,,,2021-11-04 22:07:05,2021-11-04 22:07:05,0.000s,PASSED
"else if (Action == ""Gagal"")",Chrome 95.0.4638.69,,,2021-11-04 22:07:05,2021-11-04 22:07:05,0.001s,PASSED
else,Chrome 95.0.4638.69,,,2021-11-04 22:07:05,2021-11-04 22:07:25,19.959s,PASSED
